dundasChartControl1_DRG_DataRowGrouping1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_X,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_Y
1 month,July,07/04/2023 00:00:00,3.388
1 month,July,07/05/2023 00:00:00,3.393
1 month,July,07/06/2023 00:00:00,3.377
1 month,July,07/07/2023 00:00:00,3.425
1 month,July,07/10/2023 00:00:00,3.438
1 month,July,07/11/2023 00:00:00,3.456
1 month,July,07/12/2023 00:00:00,3.457
1 month,July,07/13/2023 00:00:00,3.446
1 month,July,07/14/2023 00:00:00,3.464
1 month,July,07/17/2023 00:00:00,3.457
1 month,July,07/18/2023 00:00:00,3.465
1 month,July,07/19/2023 00:00:00,3.455
1 month,July,07/20/2023 00:00:00,3.472
1 month,July,07/21/2023 00:00:00,3.502
1 month,July,07/24/2023 00:00:00,3.475
1 month,July,07/25/2023 00:00:00,3.521
1 month,July,07/26/2023 00:00:00,3.545
1 month,July,07/27/2023 00:00:00,3.565
1 month,July,07/28/2023 00:00:00,3.585
1 month,July,07/31/2023 00:00:00,3.578
1 month,August,08/01/2023 00:00:00,3.58
1 month,August,08/02/2023 00:00:00,3.61
1 month,August,08/03/2023 00:00:00,3.609
1 month,August,08/04/2023 00:00:00,3.615
1 month,August,08/07/2023 00:00:00,3.638
1 month,August,08/08/2023 00:00:00,3.615
1 month,August,08/09/2023 00:00:00,3.625
1 month,August,08/10/2023 00:00:00,3.621
1 month,August,08/11/2023 00:00:00,3.638
1 month,August,08/14/2023 00:00:00,3.664
1 month,August,08/15/2023 00:00:00,3.627
1 month,August,08/16/2023 00:00:00,3.623
1 month,August,08/17/2023 00:00:00,3.632
1 month,August,08/18/2023 00:00:00,3.615
1 month,August,08/21/2023 00:00:00,3.612
1 month,August,08/22/2023 00:00:00,3.637
1 month,August,08/23/2023 00:00:00,3.642
1 month,August,08/24/2023 00:00:00,3.632
1 month,August,08/25/2023 00:00:00,3.62
1 month,August,08/28/2023 00:00:00,3.645
1 month,August,08/29/2023 00:00:00,3.631
1 month,August,08/30/2023 00:00:00,3.654
1 month,August,08/31/2023 00:00:00,3.637
1 month,September,09/01/2023 00:00:00,3.639
1 month,September,09/04/2023 00:00:00,3.636
1 month,September,09/05/2023 00:00:00,3.625
1 month,September,09/06/2023 00:00:00,3.651
1 month,September,09/07/2023 00:00:00,3.67
1 month,September,09/08/2023 00:00:00,3.682
1 month,September,09/11/2023 00:00:00,3.662
1 month,September,09/12/2023 00:00:00,3.699
1 month,September,09/13/2023 00:00:00,3.675
1 month,September,09/14/2023 00:00:00,3.725
1 month,September,09/15/2023 00:00:00,3.762
1 month,September,09/18/2023 00:00:00,3.762
1 month,September,09/19/2023 00:00:00,3.891
1 month,September,09/20/2023 00:00:00,3.834
1 month,September,09/21/2023 00:00:00,3.869
1 month,September,09/22/2023 00:00:00,3.872
1 month,September,09/25/2023 00:00:00,3.865
1 month,September,09/26/2023 00:00:00,3.843
1 month,September,09/27/2023 00:00:00,3.858
1 month,September,09/28/2023 00:00:00,3.845
1 month,September,09/29/2023 00:00:00,3.847
1 month,October,10/02/2023 00:00:00,3.858
1 month,October,10/03/2023 00:00:00,3.872
1 month,October,10/04/2023 00:00:00,3.834
1 month,October,10/05/2023 00:00:00,3.825
1 month,October,10/06/2023 00:00:00,3.863
1 month,October,10/09/2023 00:00:00,3.871
1 month,October,10/10/2023 00:00:00,3.864
1 month,October,10/11/2023 00:00:00,3.865
1 month,October,10/12/2023 00:00:00,3.872
1 month,October,10/13/2023 00:00:00,3.86
1 month,October,10/16/2023 00:00:00,3.862
1 month,October,10/17/2023 00:00:00,3.845
1 month,October,10/18/2023 00:00:00,3.864
1 month,October,10/19/2023 00:00:00,3.855
1 month,October,10/20/2023 00:00:00,3.863
1 month,October,10/23/2023 00:00:00,3.861
1 month,October,10/24/2023 00:00:00,3.842
1 month,October,10/25/2023 00:00:00,3.845
1 month,October,10/26/2023 00:00:00,3.883
1 month,October,10/27/2023 00:00:00,3.868
1 month,October,10/30/2023 00:00:00,3.893
1 month,October,10/31/2023 00:00:00,3.876
3 month,May,05/02/2023 00:00:00,3.274
3 month,May,05/03/2023 00:00:00,3.275
3 month,May,05/04/2023 00:00:00,3.281
3 month,May,05/05/2023 00:00:00,3.28
3 month,May,05/08/2023 00:00:00,3.312
3 month,May,05/09/2023 00:00:00,3.27
3 month,May,05/10/2023 00:00:00,3.301
3 month,May,05/11/2023 00:00:00,3.323
3 month,May,05/12/2023 00:00:00,3.348
3 month,May,05/15/2023 00:00:00,3.358
3 month,May,05/16/2023 00:00:00,3.382
3 month,May,05/17/2023 00:00:00,3.388
3 month,May,05/18/2023 00:00:00,3.383
3 month,May,05/19/2023 00:00:00,3.415
3 month,May,05/22/2023 00:00:00,3.412
3 month,May,05/23/2023 00:00:00,3.422
3 month,May,05/24/2023 00:00:00,3.415
3 month,May,05/25/2023 00:00:00,3.457
3 month,May,05/26/2023 00:00:00,3.462
3 month,May,05/29/2023 00:00:00,3.483
3 month,May,05/30/2023 00:00:00,3.474
3 month,May,05/31/2023 00:00:00,3.463
3 month,June,06/01/2023 00:00:00,3.462
3 month,June,06/02/2023 00:00:00,3.49
3 month,June,06/05/2023 00:00:00,3.493
3 month,June,06/06/2023 00:00:00,3.476
3 month,June,06/07/2023 00:00:00,3.459
3 month,June,06/08/2023 00:00:00,3.486
3 month,June,06/09/2023 00:00:00,3.469
3 month,June,06/12/2023 00:00:00,3.478
3 month,June,06/13/2023 00:00:00,3.526
3 month,June,06/14/2023 00:00:00,3.522
3 month,June,06/15/2023 00:00:00,3.547
3 month,June,06/16/2023 00:00:00,3.572
3 month,June,06/19/2023 00:00:00,3.551
3 month,June,06/20/2023 00:00:00,3.587
3 month,June,06/21/2023 00:00:00,3.568
3 month,June,06/22/2023 00:00:00,3.6
3 month,June,06/23/2023 00:00:00,3.61
3 month,June,06/26/2023 00:00:00,3.577
3 month,June,06/27/2023 00:00:00,3.554
3 month,June,06/28/2023 00:00:00,3.598
3 month,June,06/29/2023 00:00:00,3.587
3 month,June,06/30/2023 00:00:00,3.577
3 month,July,07/03/2023 00:00:00,3.597
3 month,July,07/04/2023 00:00:00,3.613
3 month,July,07/05/2023 00:00:00,3.589
3 month,July,07/06/2023 00:00:00,3.612
3 month,July,07/07/2023 00:00:00,3.64
3 month,July,07/10/2023 00:00:00,3.661
3 month,July,07/11/2023 00:00:00,3.672
3 month,July,07/12/2023 00:00:00,3.657
3 month,July,07/13/2023 00:00:00,3.663
3 month,July,07/14/2023 00:00:00,3.66
3 month,July,07/17/2023 00:00:00,3.685
3 month,July,07/18/2023 00:00:00,3.705
3 month,July,07/19/2023 00:00:00,3.646
3 month,July,07/20/2023 00:00:00,3.698
3 month,July,07/21/2023 00:00:00,3.721
3 month,July,07/24/2023 00:00:00,3.716
3 month,July,07/25/2023 00:00:00,3.705
3 month,July,07/26/2023 00:00:00,3.714
3 month,July,07/27/2023 00:00:00,3.714
3 month,July,07/28/2023 00:00:00,3.725
3 month,July,07/31/2023 00:00:00,3.715
3 month,August,08/01/2023 00:00:00,3.723
3 month,August,08/02/2023 00:00:00,3.733
3 month,August,08/03/2023 00:00:00,3.722
3 month,August,08/04/2023 00:00:00,3.743
3 month,August,08/07/2023 00:00:00,3.754
3 month,August,08/08/2023 00:00:00,3.765
3 month,August,08/09/2023 00:00:00,3.759
3 month,August,08/10/2023 00:00:00,3.788
3 month,August,08/11/2023 00:00:00,3.781
3 month,August,08/14/2023 00:00:00,3.799
3 month,August,08/15/2023 00:00:00,3.787
3 month,August,08/16/2023 00:00:00,3.798
3 month,August,08/17/2023 00:00:00,3.815
3 month,August,08/18/2023 00:00:00,3.816
3 month,August,08/21/2023 00:00:00,3.806
3 month,August,08/22/2023 00:00:00,3.808
3 month,August,08/23/2023 00:00:00,3.826
3 month,August,08/24/2023 00:00:00,3.784
3 month,August,08/25/2023 00:00:00,3.788
3 month,August,08/28/2023 00:00:00,3.771
3 month,August,08/29/2023 00:00:00,3.783
3 month,August,08/30/2023 00:00:00,3.803
3 month,August,08/31/2023 00:00:00,3.795
3 month,September,09/01/2023 00:00:00,3.77
3 month,September,09/04/2023 00:00:00,3.798
3 month,September,09/05/2023 00:00:00,3.802
3 month,September,09/06/2023 00:00:00,3.795
3 month,September,09/07/2023 00:00:00,3.799
3 month,September,09/08/2023 00:00:00,3.8
3 month,September,09/11/2023 00:00:00,3.822
3 month,September,09/12/2023 00:00:00,3.824
3 month,September,09/13/2023 00:00:00,3.845
3 month,September,09/14/2023 00:00:00,3.867
3 month,September,09/15/2023 00:00:00,3.878
3 month,September,09/18/2023 00:00:00,3.903
3 month,September,09/19/2023 00:00:00,3.934
3 month,September,09/20/2023 00:00:00,3.934
3 month,September,09/21/2023 00:00:00,3.955
3 month,September,09/22/2023 00:00:00,3.958
3 month,September,09/25/2023 00:00:00,3.977
3 month,September,09/26/2023 00:00:00,3.941
3 month,September,09/27/2023 00:00:00,3.972
3 month,September,09/28/2023 00:00:00,3.955
3 month,September,09/29/2023 00:00:00,3.952
3 month,October,10/02/2023 00:00:00,3.951
3 month,October,10/03/2023 00:00:00,3.964
3 month,October,10/04/2023 00:00:00,3.962
3 month,October,10/05/2023 00:00:00,3.972
3 month,October,10/06/2023 00:00:00,3.983
3 month,October,10/09/2023 00:00:00,3.98
3 month,October,10/10/2023 00:00:00,3.988
3 month,October,10/11/2023 00:00:00,3.952
3 month,October,10/12/2023 00:00:00,3.965
3 month,October,10/13/2023 00:00:00,3.985
3 month,October,10/16/2023 00:00:00,3.975
3 month,October,10/17/2023 00:00:00,3.972
3 month,October,10/18/2023 00:00:00,3.993
3 month,October,10/19/2023 00:00:00,4.002
3 month,October,10/20/2023 00:00:00,3.969
3 month,October,10/23/2023 00:00:00,3.956
3 month,October,10/24/2023 00:00:00,3.941
3 month,October,10/25/2023 00:00:00,3.938
3 month,October,10/26/2023 00:00:00,3.952
3 month,October,10/27/2023 00:00:00,3.948
3 month,October,10/30/2023 00:00:00,3.968
3 month,October,10/31/2023 00:00:00,3.972
6 month,May,05/02/2023 00:00:00,3.622
6 month,May,05/03/2023 00:00:00,3.644
6 month,May,05/04/2023 00:00:00,3.651
6 month,May,05/05/2023 00:00:00,3.575
6 month,May,05/08/2023 00:00:00,3.605
6 month,May,05/09/2023 00:00:00,3.608
6 month,May,05/10/2023 00:00:00,3.625
6 month,May,05/11/2023 00:00:00,3.629
6 month,May,05/12/2023 00:00:00,3.638
6 month,May,05/15/2023 00:00:00,3.663
6 month,May,05/16/2023 00:00:00,3.658
6 month,May,05/17/2023 00:00:00,3.671
6 month,May,05/18/2023 00:00:00,3.687
6 month,May,05/19/2023 00:00:00,3.707
6 month,May,05/22/2023 00:00:00,3.714
6 month,May,05/23/2023 00:00:00,3.732
6 month,May,05/24/2023 00:00:00,3.744
6 month,May,05/25/2023 00:00:00,3.769
6 month,May,05/26/2023 00:00:00,3.76
6 month,May,05/29/2023 00:00:00,3.781
6 month,May,05/30/2023 00:00:00,3.77
6 month,May,05/31/2023 00:00:00,3.746
6 month,June,06/01/2023 00:00:00,3.721
6 month,June,06/02/2023 00:00:00,3.728
6 month,June,06/05/2023 00:00:00,3.739
6 month,June,06/06/2023 00:00:00,3.715
6 month,June,06/07/2023 00:00:00,3.733
6 month,June,06/08/2023 00:00:00,3.757
6 month,June,06/09/2023 00:00:00,3.762
6 month,June,06/12/2023 00:00:00,3.753
6 month,June,06/13/2023 00:00:00,3.794
6 month,June,06/14/2023 00:00:00,3.79
6 month,June,06/15/2023 00:00:00,3.818
6 month,June,06/16/2023 00:00:00,3.822
6 month,June,06/19/2023 00:00:00,3.861
6 month,June,06/20/2023 00:00:00,3.892
6 month,June,06/21/2023 00:00:00,3.886
6 month,June,06/22/2023 00:00:00,3.907
6 month,June,06/23/2023 00:00:00,3.933
6 month,June,06/26/2023 00:00:00,3.908
6 month,June,06/27/2023 00:00:00,3.915
6 month,June,06/28/2023 00:00:00,3.93
6 month,June,06/29/2023 00:00:00,3.892
6 month,June,06/30/2023 00:00:00,3.9
6 month,July,07/03/2023 00:00:00,3.913
6 month,July,07/04/2023 00:00:00,3.888
6 month,July,07/05/2023 00:00:00,3.895
6 month,July,07/06/2023 00:00:00,3.905
6 month,July,07/07/2023 00:00:00,3.945
6 month,July,07/10/2023 00:00:00,3.931
6 month,July,07/11/2023 00:00:00,3.94
6 month,July,07/12/2023 00:00:00,3.955
6 month,July,07/13/2023 00:00:00,3.945
6 month,July,07/14/2023 00:00:00,3.941
6 month,July,07/17/2023 00:00:00,3.962
6 month,July,07/18/2023 00:00:00,3.962
6 month,July,07/19/2023 00:00:00,3.937
6 month,July,07/20/2023 00:00:00,3.952
6 month,July,07/21/2023 00:00:00,3.972
6 month,July,07/24/2023 00:00:00,3.972
6 month,July,07/25/2023 00:00:00,3.966
6 month,July,07/26/2023 00:00:00,3.952
6 month,July,07/27/2023 00:00:00,3.972
6 month,July,07/28/2023 00:00:00,3.958
6 month,July,07/31/2023 00:00:00,3.929
6 month,August,08/01/2023 00:00:00,3.948
6 month,August,08/02/2023 00:00:00,3.944
6 month,August,08/03/2023 00:00:00,3.937
6 month,August,08/04/2023 00:00:00,3.94
6 month,August,08/07/2023 00:00:00,3.949
6 month,August,08/08/2023 00:00:00,3.921
6 month,August,08/09/2023 00:00:00,3.927
6 month,August,08/10/2023 00:00:00,3.937
6 month,August,08/11/2023 00:00:00,3.928
6 month,August,08/14/2023 00:00:00,3.957
6 month,August,08/15/2023 00:00:00,3.943
6 month,August,08/16/2023 00:00:00,3.964
6 month,August,08/17/2023 00:00:00,3.941
6 month,August,08/18/2023 00:00:00,3.944
6 month,August,08/21/2023 00:00:00,3.941
6 month,August,08/22/2023 00:00:00,3.951
6 month,August,08/23/2023 00:00:00,3.953
6 month,August,08/24/2023 00:00:00,3.932
6 month,August,08/25/2023 00:00:00,3.935
6 month,August,08/28/2023 00:00:00,3.944
6 month,August,08/29/2023 00:00:00,3.944
6 month,August,08/30/2023 00:00:00,3.956
6 month,August,08/31/2023 00:00:00,3.987
6 month,September,09/01/2023 00:00:00,3.934
6 month,September,09/04/2023 00:00:00,3.955
6 month,September,09/05/2023 00:00:00,3.938
6 month,September,09/06/2023 00:00:00,3.929
6 month,September,09/07/2023 00:00:00,3.938
6 month,September,09/08/2023 00:00:00,3.952
6 month,September,09/11/2023 00:00:00,3.97
6 month,September,09/12/2023 00:00:00,3.968
6 month,September,09/13/2023 00:00:00,3.999
6 month,September,09/14/2023 00:00:00,4.04
6 month,September,09/15/2023 00:00:00,4.055
6 month,September,09/18/2023 00:00:00,4.066
6 month,September,09/19/2023 00:00:00,4.071
6 month,September,09/20/2023 00:00:00,4.07
6 month,September,09/21/2023 00:00:00,4.072
6 month,September,09/22/2023 00:00:00,4.082
6 month,September,09/25/2023 00:00:00,4.122
6 month,September,09/26/2023 00:00:00,4.09
6 month,September,09/27/2023 00:00:00,4.136
6 month,September,09/28/2023 00:00:00,4.125
6 month,September,09/29/2023 00:00:00,4.125
6 month,October,10/02/2023 00:00:00,4.138
6 month,October,10/03/2023 00:00:00,4.128
6 month,October,10/04/2023 00:00:00,4.13
6 month,October,10/05/2023 00:00:00,4.125
6 month,October,10/06/2023 00:00:00,4.113
6 month,October,10/09/2023 00:00:00,4.129
6 month,October,10/10/2023 00:00:00,4.112
6 month,October,10/11/2023 00:00:00,4.114
6 month,October,10/12/2023 00:00:00,4.121
6 month,October,10/13/2023 00:00:00,4.121
6 month,October,10/16/2023 00:00:00,4.103
6 month,October,10/17/2023 00:00:00,4.118
6 month,October,10/18/2023 00:00:00,4.143
6 month,October,10/19/2023 00:00:00,4.126
6 month,October,10/20/2023 00:00:00,4.107
6 month,October,10/23/2023 00:00:00,4.096
6 month,October,10/24/2023 00:00:00,4.102
6 month,October,10/25/2023 00:00:00,4.092
6 month,October,10/26/2023 00:00:00,4.105
6 month,October,10/27/2023 00:00:00,4.102
6 month,October,10/30/2023 00:00:00,4.109
6 month,October,10/31/2023 00:00:00,4.092
12 month,May,05/02/2023 00:00:00,3.822
12 month,May,05/03/2023 00:00:00,3.843
12 month,May,05/04/2023 00:00:00,3.843
12 month,May,05/05/2023 00:00:00,3.77
12 month,May,05/08/2023 00:00:00,3.79
12 month,May,05/09/2023 00:00:00,3.804
12 month,May,05/10/2023 00:00:00,3.808
12 month,May,05/11/2023 00:00:00,3.795
12 month,May,05/12/2023 00:00:00,3.799
12 month,May,05/15/2023 00:00:00,3.805
12 month,May,05/16/2023 00:00:00,3.807
12 month,May,05/17/2023 00:00:00,3.834
12 month,May,05/18/2023 00:00:00,3.858
12 month,May,05/19/2023 00:00:00,3.878
12 month,May,05/22/2023 00:00:00,3.893
12 month,May,05/23/2023 00:00:00,3.904
12 month,May,05/24/2023 00:00:00,3.932
12 month,May,05/25/2023 00:00:00,3.943
12 month,May,05/26/2023 00:00:00,3.955
12 month,May,05/29/2023 00:00:00,3.982
12 month,May,05/30/2023 00:00:00,3.965
12 month,May,05/31/2023 00:00:00,3.939
12 month,June,06/01/2023 00:00:00,3.875
12 month,June,06/02/2023 00:00:00,3.875
12 month,June,06/05/2023 00:00:00,3.884
12 month,June,06/06/2023 00:00:00,3.914
12 month,June,06/07/2023 00:00:00,3.923
12 month,June,06/08/2023 00:00:00,3.936
12 month,June,06/09/2023 00:00:00,3.928
12 month,June,06/12/2023 00:00:00,3.938
12 month,June,06/13/2023 00:00:00,3.942
12 month,June,06/14/2023 00:00:00,3.944
12 month,June,06/15/2023 00:00:00,3.965
12 month,June,06/16/2023 00:00:00,4.02
12 month,June,06/19/2023 00:00:00,4.046
12 month,June,06/20/2023 00:00:00,4.082
12 month,June,06/21/2023 00:00:00,4.088
12 month,June,06/22/2023 00:00:00,4.111
12 month,June,06/23/2023 00:00:00,4.147
12 month,June,06/26/2023 00:00:00,4.092
12 month,June,06/27/2023 00:00:00,4.094
12 month,June,06/28/2023 00:00:00,4.119
12 month,June,06/29/2023 00:00:00,4.103
12 month,June,06/30/2023 00:00:00,4.134
12 month,July,07/03/2023 00:00:00,4.145
12 month,July,07/04/2023 00:00:00,4.164
12 month,July,07/05/2023 00:00:00,4.165
12 month,July,07/06/2023 00:00:00,4.155
12 month,July,07/07/2023 00:00:00,4.193
12 month,July,07/10/2023 00:00:00,4.19
12 month,July,07/11/2023 00:00:00,4.184
12 month,July,07/12/2023 00:00:00,4.191
12 month,July,07/13/2023 00:00:00,4.174
12 month,July,07/14/2023 00:00:00,4.134
12 month,July,07/17/2023 00:00:00,4.15
12 month,July,07/18/2023 00:00:00,4.16
12 month,July,07/19/2023 00:00:00,4.121
12 month,July,07/20/2023 00:00:00,4.141
12 month,July,07/21/2023 00:00:00,4.162
12 month,July,07/24/2023 00:00:00,4.158
12 month,July,07/25/2023 00:00:00,4.114
12 month,July,07/26/2023 00:00:00,4.114
12 month,July,07/27/2023 00:00:00,4.14
12 month,July,07/28/2023 00:00:00,4.111
12 month,July,07/31/2023 00:00:00,4.064
12 month,August,08/01/2023 00:00:00,4.076
12 month,August,08/02/2023 00:00:00,4.081
12 month,August,08/03/2023 00:00:00,4.052
12 month,August,08/04/2023 00:00:00,4.045
12 month,August,08/07/2023 00:00:00,4.055
