dundasChartControl1_DRG_DataRowGrouping1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_X,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_Y
12 month,February,02/27/2024 00:00:00,3.735
12 month,February,02/28/2024 00:00:00,3.748
12 month,February,02/29/2024 00:00:00,3.749
12 month,March,03/01/2024 00:00:00,3.744
12 month,March,03/04/2024 00:00:00,3.732
12 month,March,03/05/2024 00:00:00,3.751
12 month,March,03/06/2024 00:00:00,3.748
12 month,March,03/07/2024 00:00:00,3.746
12 month,March,03/08/2024 00:00:00,3.745
12 month,March,03/11/2024 00:00:00,3.703
12 month,March,03/12/2024 00:00:00,3.712
12 month,March,03/13/2024 00:00:00,3.702
12 month,March,03/14/2024 00:00:00,3.701
12 month,March,03/15/2024 00:00:00,3.709
12 month,March,03/18/2024 00:00:00,3.75
12 month,March,03/19/2024 00:00:00,3.756
12 month,March,03/20/2024 00:00:00,3.755
12 month,March,03/21/2024 00:00:00,3.735
12 month,March,03/22/2024 00:00:00,3.682
12 month,March,03/25/2024 00:00:00,3.658
12 month,March,03/26/2024 00:00:00,3.675
12 month,March,03/27/2024 00:00:00,3.684
12 month,March,03/28/2024 00:00:00,3.669
12 month,March,03/29/2024 00:00:00,3.669
12 month,April,04/01/2024 00:00:00,3.669
12 month,April,04/02/2024 00:00:00,3.664
12 month,April,04/03/2024 00:00:00,3.648
12 month,April,04/04/2024 00:00:00,3.663
12 month,April,04/05/2024 00:00:00,3.656
12 month,April,04/08/2024 00:00:00,3.673
12 month,April,04/09/2024 00:00:00,3.695
12 month,April,04/10/2024 00:00:00,3.689
12 month,April,04/11/2024 00:00:00,3.729
12 month,April,04/12/2024 00:00:00,3.748
12 month,April,04/15/2024 00:00:00,3.693
12 month,April,04/16/2024 00:00:00,3.702
12 month,April,04/17/2024 00:00:00,3.72
12 month,April,04/18/2024 00:00:00,3.731
12 month,April,04/19/2024 00:00:00,3.732
12 month,April,04/22/2024 00:00:00,3.734
12 month,April,04/23/2024 00:00:00,3.718
12 month,April,04/24/2024 00:00:00,3.701
12 month,April,04/25/2024 00:00:00,3.728
12 month,April,04/26/2024 00:00:00,3.724
12 month,April,04/29/2024 00:00:00,3.726
12 month,April,04/30/2024 00:00:00,3.696

txtb_row_title,txtb_year,txtb_currency,txtb_value
Date,30 Apr 2024,1 week,3.802
Date,30 Apr 2024,1 month,3.873
Date,30 Apr 2024,3 month,3.825
Date,30 Apr 2024,6 month,3.795
Date,30 Apr 2024,12 month,3.696
Date,29 Apr 2024,1 week,3.852
Date,29 Apr 2024,1 month,3.858
Date,29 Apr 2024,3 month,3.835
Date,29 Apr 2024,6 month,3.815
Date,29 Apr 2024,12 month,3.726
Date,26 Apr 2024,1 week,3.883
Date,26 Apr 2024,1 month,3.848
Date,26 Apr 2024,3 month,3.865
Date,26 Apr 2024,6 month,3.835
Date,26 Apr 2024,12 month,3.724
Date,25 Apr 2024,1 week,3.868
Date,25 Apr 2024,1 month,3.862
Date,25 Apr 2024,3 month,3.864
Date,25 Apr 2024,6 month,3.825
Date,25 Apr 2024,12 month,3.728
Date,24 Apr 2024,1 week,3.851
Date,24 Apr 2024,1 month,3.852
Date,24 Apr 2024,3 month,3.879
Date,24 Apr 2024,6 month,3.833
Date,24 Apr 2024,12 month,3.701
Date,23 Apr 2024,1 week,3.840
Date,23 Apr 2024,1 month,3.815
Date,23 Apr 2024,3 month,3.882
Date,23 Apr 2024,6 month,3.844
Date,23 Apr 2024,12 month,3.718
Date,22 Apr 2024,1 week,3.866
Date,22 Apr 2024,1 month,3.819
Date,22 Apr 2024,3 month,3.891
Date,22 Apr 2024,6 month,3.850
Date,22 Apr 2024,12 month,3.734
Date,19 Apr 2024,1 week,3.891
Date,19 Apr 2024,1 month,3.837
Date,19 Apr 2024,3 month,3.892
Date,19 Apr 2024,6 month,3.846
Date,19 Apr 2024,12 month,3.732
Date,18 Apr 2024,1 week,3.865
Date,18 Apr 2024,1 month,3.855
Date,18 Apr 2024,3 month,3.897
Date,18 Apr 2024,6 month,3.843
Date,18 Apr 2024,12 month,3.731
Date,17 Apr 2024,1 week,3.855
Date,17 Apr 2024,1 month,3.828
Date,17 Apr 2024,3 month,3.895
Date,17 Apr 2024,6 month,3.842
Date,17 Apr 2024,12 month,3.720
Date,16 Apr 2024,1 week,3.863
Date,16 Apr 2024,1 month,3.855
Date,16 Apr 2024,3 month,3.904
Date,16 Apr 2024,6 month,3.842
Date,16 Apr 2024,12 month,3.702
Date,15 Apr 2024,1 week,3.898
Date,15 Apr 2024,1 month,3.846
Date,15 Apr 2024,3 month,3.888
Date,15 Apr 2024,6 month,3.820
Date,15 Apr 2024,12 month,3.693
Date,12 Apr 2024,1 week,3.880
Date,12 Apr 2024,1 month,3.836
Date,12 Apr 2024,3 month,3.923
Date,12 Apr 2024,6 month,3.865
Date,12 Apr 2024,12 month,3.748
Date,11 Apr 2024,1 week,3.876
Date,11 Apr 2024,1 month,3.879
Date,11 Apr 2024,3 month,3.906
Date,11 Apr 2024,6 month,3.862
Date,11 Apr 2024,12 month,3.729
Date,10 Apr 2024,1 week,3.879
Date,10 Apr 2024,1 month,3.854
Date,10 Apr 2024,3 month,3.912
Date,10 Apr 2024,6 month,3.830
Date,10 Apr 2024,12 month,3.689
Date,9 Apr 2024,1 week,3.875
Date,9 Apr 2024,1 month,3.837
Date,9 Apr 2024,3 month,3.916
Date,9 Apr 2024,6 month,3.868
Date,9 Apr 2024,12 month,3.695
Date,8 Apr 2024,1 week,3.888
Date,8 Apr 2024,1 month,3.877
Date,8 Apr 2024,3 month,3.902
Date,8 Apr 2024,6 month,3.846
Date,8 Apr 2024,12 month,3.673
Date,5 Apr 2024,1 week,3.890
Date,5 Apr 2024,1 month,3.888
Date,5 Apr 2024,3 month,3.885
Date,5 Apr 2024,6 month,3.834
Date,5 Apr 2024,12 month,3.656
Date,4 Apr 2024,1 week,3.875
Date,4 Apr 2024,1 month,3.877
Date,4 Apr 2024,3 month,3.891
Date,4 Apr 2024,6 month,3.844
Date,4 Apr 2024,12 month,3.663
Date,3 Apr 2024,1 week,3.863
Date,3 Apr 2024,1 month,3.852
Date,3 Apr 2024,3 month,3.857
Date,3 Apr 2024,6 month,3.822
Date,3 Apr 2024,12 month,3.648
Date,2 Apr 2024,1 week,3.870
Date,2 Apr 2024,1 month,3.855
Date,2 Apr 2024,3 month,3.883
Date,2 Apr 2024,6 month,3.842
Date,2 Apr 2024,12 month,3.664
Date,1 Apr 2024,1 week,3.853
Date,1 Apr 2024,1 month,3.855
Date,1 Apr 2024,3 month,3.892
Date,1 Apr 2024,6 month,3.851
Date,1 Apr 2024,12 month,3.669
Date,29 Mar 2024,1 week,3.853
Date,29 Mar 2024,1 month,3.855
Date,29 Mar 2024,3 month,3.892
Date,29 Mar 2024,6 month,3.851
Date,29 Mar 2024,12 month,3.669
Date,28 Mar 2024,1 week,3.853
Date,28 Mar 2024,1 month,3.855
Date,28 Mar 2024,3 month,3.892
Date,28 Mar 2024,6 month,3.851
Date,28 Mar 2024,12 month,3.669
Date,27 Mar 2024,1 week,3.835
Date,27 Mar 2024,1 month,3.835
Date,27 Mar 2024,3 month,3.908
Date,27 Mar 2024,6 month,3.862
Date,27 Mar 2024,12 month,3.684
Date,26 Mar 2024,1 week,3.875
Date,26 Mar 2024,1 month,3.830
Date,26 Mar 2024,3 month,3.902
Date,26 Mar 2024,6 month,3.858
Date,26 Mar 2024,12 month,3.675
Date,25 Mar 2024,1 week,3.885
Date,25 Mar 2024,1 month,3.842
Date,25 Mar 2024,3 month,3.886
Date,25 Mar 2024,6 month,3.855
Date,25 Mar 2024,12 month,3.658
Date,22 Mar 2024,1 week,3.875
Date,22 Mar 2024,1 month,3.853
Date,22 Mar 2024,3 month,3.903
Date,22 Mar 2024,6 month,3.874
Date,22 Mar 2024,12 month,3.682
Date,21 Mar 2024,1 week,3.868
Date,21 Mar 2024,1 month,3.848
Date,21 Mar 2024,3 month,3.926
Date,21 Mar 2024,6 month,3.902
Date,21 Mar 2024,12 month,3.735
Date,20 Mar 2024,1 week,3.878
Date,20 Mar 2024,1 month,3.862
Date,20 Mar 2024,3 month,3.922
Date,20 Mar 2024,6 month,3.906
Date,20 Mar 2024,12 month,3.755
Date,19 Mar 2024,1 week,3.875
Date,19 Mar 2024,1 month,3.862
Date,19 Mar 2024,3 month,3.935
Date,19 Mar 2024,6 month,3.909
Date,19 Mar 2024,12 month,3.756
Date,18 Mar 2024,1 week,3.871
Date,18 Mar 2024,1 month,3.855
Date,18 Mar 2024,3 month,3.928
Date,18 Mar 2024,6 month,3.915
Date,18 Mar 2024,12 month,3.750
Date,15 Mar 2024,1 week,3.890
Date,15 Mar 2024,1 month,3.862
Date,15 Mar 2024,3 month,3.928
Date,15 Mar 2024,6 month,3.908
Date,15 Mar 2024,12 month,3.709
Date,14 Mar 2024,1 week,3.881
Date,14 Mar 2024,1 month,3.843
Date,14 Mar 2024,3 month,3.928
Date,14 Mar 2024,6 month,3.903
Date,14 Mar 2024,12 month,3.701
Date,13 Mar 2024,1 week,3.884
Date,13 Mar 2024,1 month,3.859
Date,13 Mar 2024,3 month,3.940
Date,13 Mar 2024,6 month,3.892
Date,13 Mar 2024,12 month,3.702
Date,12 Mar 2024,1 week,3.874
Date,12 Mar 2024,1 month,3.847
Date,12 Mar 2024,3 month,3.929
Date,12 Mar 2024,6 month,3.905
Date,12 Mar 2024,12 month,3.712
Date,11 Mar 2024,1 week,3.893
Date,11 Mar 2024,1 month,3.871
Date,11 Mar 2024,3 month,3.928
Date,11 Mar 2024,6 month,3.892
Date,11 Mar 2024,12 month,3.703
Date,8 Mar 2024,1 week,3.880
Date,8 Mar 2024,1 month,3.878
Date,8 Mar 2024,3 month,3.940
Date,8 Mar 2024,6 month,3.902
Date,8 Mar 2024,12 month,3.745
Date,7 Mar 2024,1 week,3.870
Date,7 Mar 2024,1 month,3.868
Date,7 Mar 2024,3 month,3.929
Date,7 Mar 2024,6 month,3.912
Date,7 Mar 2024,12 month,3.746
Date,6 Mar 2024,1 week,3.861
Date,6 Mar 2024,1 month,3.865
Date,6 Mar 2024,3 month,3.942
Date,6 Mar 2024,6 month,3.902
Date,6 Mar 2024,12 month,3.748
Date,5 Mar 2024,1 week,3.881
Date,5 Mar 2024,1 month,3.868
Date,5 Mar 2024,3 month,3.926
Date,5 Mar 2024,6 month,3.921
Date,5 Mar 2024,12 month,3.751
Date,4 Mar 2024,1 week,3.866
Date,4 Mar 2024,1 month,3.839
Date,4 Mar 2024,3 month,3.932
Date,4 Mar 2024,6 month,3.915
Date,4 Mar 2024,12 month,3.732
Date,1 Mar 2024,1 week,3.872
Date,1 Mar 2024,1 month,3.817
Date,1 Mar 2024,3 month,3.938
Date,1 Mar 2024,6 month,3.912
Date,1 Mar 2024,12 month,3.744
Date,29 Feb 2024,1 week,3.879
Date,29 Feb 2024,1 month,3.865
Date,29 Feb 2024,3 month,3.937
Date,29 Feb 2024,6 month,3.908
Date,29 Feb 2024,12 month,3.749
Date,28 Feb 2024,1 week,3.878
Date,28 Feb 2024,1 month,3.856
Date,28 Feb 2024,3 month,3.942
Date,28 Feb 2024,6 month,3.915
Date,28 Feb 2024,12 month,3.748
Date,27 Feb 2024,1 week,3.885
Date,27 Feb 2024,1 month,3.855
Date,27 Feb 2024,3 month,3.952
Date,27 Feb 2024,6 month,3.918
Date,27 Feb 2024,12 month,3.735
Date,26 Feb 2024,1 week,3.907
Date,26 Feb 2024,1 month,3.843
Date,26 Feb 2024,3 month,3.952
Date,26 Feb 2024,6 month,3.901
Date,26 Feb 2024,12 month,3.732
Date,23 Feb 2024,1 week,3.899
Date,23 Feb 2024,1 month,3.851
Date,23 Feb 2024,3 month,3.933
Date,23 Feb 2024,6 month,3.914
Date,23 Feb 2024,12 month,3.738
Date,22 Feb 2024,1 week,3.860
Date,22 Feb 2024,1 month,3.864
Date,22 Feb 2024,3 month,3.945
Date,22 Feb 2024,6 month,3.907
Date,22 Feb 2024,12 month,3.697
Date,21 Feb 2024,1 week,3.873
Date,21 Feb 2024,1 month,3.886
Date,21 Feb 2024,3 month,3.946
Date,21 Feb 2024,6 month,3.911
Date,21 Feb 2024,12 month,3.695
Date,20 Feb 2024,1 week,3.886
Date,20 Feb 2024,1 month,3.895
Date,20 Feb 2024,3 month,3.943
Date,20 Feb 2024,6 month,3.928
Date,20 Feb 2024,12 month,3.686
Date,19 Feb 2024,1 week,3.893
Date,19 Feb 2024,1 month,3.851
Date,19 Feb 2024,3 month,3.932
Date,19 Feb 2024,6 month,3.915
Date,19 Feb 2024,12 month,3.670
Date,16 Feb 2024,1 week,3.882
Date,16 Feb 2024,1 month,3.881
Date,16 Feb 2024,3 month,3.933
Date,16 Feb 2024,6 month,3.895
Date,16 Feb 2024,12 month,3.648
Date,15 Feb 2024,1 week,3.852
Date,15 Feb 2024,1 month,3.877
Date,15 Feb 2024,3 month,3.915
Date,15 Feb 2024,6 month,3.925
Date,15 Feb 2024,12 month,3.662
Date,14 Feb 2024,1 week,3.875
Date,14 Feb 2024,1 month,3.871
Date,14 Feb 2024,3 month,3.922
Date,14 Feb 2024,6 month,3.903
Date,14 Feb 2024,12 month,3.692
Date,13 Feb 2024,1 week,3.875
Date,13 Feb 2024,1 month,3.862
Date,13 Feb 2024,3 month,3.901
Date,13 Feb 2024,6 month,3.882
Date,13 Feb 2024,12 month,3.655
Date,12 Feb 2024,1 week,3.876
Date,12 Feb 2024,1 month,3.882
Date,12 Feb 2024,3 month,3.912
Date,12 Feb 2024,6 month,3.908
Date,12 Feb 2024,12 month,3.678
Date,9 Feb 2024,1 week,3.884
Date,9 Feb 2024,1 month,3.835
Date,9 Feb 2024,3 month,3.891
Date,9 Feb 2024,6 month,3.898
Date,9 Feb 2024,12 month,3.658
Date,8 Feb 2024,1 week,3.888
Date,8 Feb 2024,1 month,3.873
Date,8 Feb 2024,3 month,3.898
Date,8 Feb 2024,6 month,3.888
Date,8 Feb 2024,12 month,3.640
Date,7 Feb 2024,1 week,3.877
Date,7 Feb 2024,1 month,3.874
Date,7 Feb 2024,3 month,3.895
Date,7 Feb 2024,6 month,3.899
Date,7 Feb 2024,12 month,3.656
Date,6 Feb 2024,1 week,3.876
Date,6 Feb 2024,1 month,3.893
Date,6 Feb 2024,3 month,3.932
Date,6 Feb 2024,6 month,3.922
Date,6 Feb 2024,12 month,3.667
Date,5 Feb 2024,1 week,3.864
Date,5 Feb 2024,1 month,3.887
Date,5 Feb 2024,3 month,3.922
Date,5 Feb 2024,6 month,3.905
Date,5 Feb 2024,12 month,3.633
Date,2 Feb 2024,1 week,3.877
Date,2 Feb 2024,1 month,3.864
Date,2 Feb 2024,3 month,3.900
Date,2 Feb 2024,6 month,3.837
Date,2 Feb 2024,12 month,3.537
Date,1 Feb 2024,1 week,3.843
Date,1 Feb 2024,1 month,3.873
Date,1 Feb 2024,3 month,3.884
Date,1 Feb 2024,6 month,3.832
Date,1 Feb 2024,12 month,3.505
Date,31 Jan 2024,1 week,3.832
Date,31 Jan 2024,1 month,3.877
Date,31 Jan 2024,3 month,3.905
Date,31 Jan 2024,6 month,3.835
Date,31 Jan 2024,12 month,3.572
Date,30 Jan 2024,1 week,3.883
Date,30 Jan 2024,1 month,3.854
Date,30 Jan 2024,3 month,3.897
Date,30 Jan 2024,6 month,3.836
Date,30 Jan 2024,12 month,3.553
Date,29 Jan 2024,1 week,3.878
Date,29 Jan 2024,1 month,3.853
Date,29 Jan 2024,3 month,3.912
Date,29 Jan 2024,6 month,3.866
Date,29 Jan 2024,12 month,3.582
Date,26 Jan 2024,1 week,3.895
Date,26 Jan 2024,1 month,3.871
Date,26 Jan 2024,3 month,3.887
Date,26 Jan 2024,6 month,3.873
Date,26 Jan 2024,12 month,3.597
Date,25 Jan 2024,1 week,3.851
Date,25 Jan 2024,1 month,3.868
Date,25 Jan 2024,3 month,3.925
Date,25 Jan 2024,6 month,3.911
Date,25 Jan 2024,12 month,3.662
Date,24 Jan 2024,1 week,3.849
Date,24 Jan 2024,1 month,3.862
Date,24 Jan 2024,3 month,3.929
Date,24 Jan 2024,6 month,3.922
Date,24 Jan 2024,12 month,3.676
Date,23 Jan 2024,1 week,3.882
Date,23 Jan 2024,1 month,3.869
Date,23 Jan 2024,3 month,3.948
Date,23 Jan 2024,6 month,3.944
Date,23 Jan 2024,12 month,3.665
Date,22 Jan 2024,1 week,3.885
Date,22 Jan 2024,1 month,3.859
Date,22 Jan 2024,3 month,3.945
Date,22 Jan 2024,6 month,3.925
Date,22 Jan 2024,12 month,3.672
Date,19 Jan 2024,1 week,3.858
Date,19 Jan 2024,1 month,3.854
Date,19 Jan 2024,3 month,3.958
Date,19 Jan 2024,6 month,3.908
Date,19 Jan 2024,12 month,3.655
Date,18 Jan 2024,1 week,3.878
Date,18 Jan 2024,1 month,3.869
Date,18 Jan 2024,3 month,3.970
Date,18 Jan 2024,6 month,3.928
Date,18 Jan 2024,12 month,3.660
Date,17 Jan 2024,1 week,3.886
Date,17 Jan 2024,1 month,3.875
Date,17 Jan 2024,3 month,3.903
Date,17 Jan 2024,6 month,3.862
Date,17 Jan 2024,12 month,3.596
Date,16 Jan 2024,1 week,3.882
Date,16 Jan 2024,1 month,3.894
Date,16 Jan 2024,3 month,3.894
Date,16 Jan 2024,6 month,3.867
Date,16 Jan 2024,12 month,3.596
Date,15 Jan 2024,1 week,3.880
Date,15 Jan 2024,1 month,3.868
Date,15 Jan 2024,3 month,3.928
Date,15 Jan 2024,6 month,3.874
Date,15 Jan 2024,12 month,3.570
Date,12 Jan 2024,1 week,3.884
Date,12 Jan 2024,1 month,3.893
Date,12 Jan 2024,3 month,3.932
Date,12 Jan 2024,6 month,3.896
Date,12 Jan 2024,12 month,3.636
Date,11 Jan 2024,1 week,3.871
Date,11 Jan 2024,1 month,3.880
Date,11 Jan 2024,3 month,3.942
Date,11 Jan 2024,6 month,3.920
Date,11 Jan 2024,12 month,3.654
Date,10 Jan 2024,1 week,3.872
Date,10 Jan 2024,1 month,3.877
Date,10 Jan 2024,3 month,3.936
Date,10 Jan 2024,6 month,3.902
Date,10 Jan 2024,12 month,3.635
Date,9 Jan 2024,1 week,3.869
Date,9 Jan 2024,1 month,3.867
Date,9 Jan 2024,3 month,3.928
Date,9 Jan 2024,6 month,3.891
Date,9 Jan 2024,12 month,3.601
Date,8 Jan 2024,1 week,3.888
Date,8 Jan 2024,1 month,3.871
Date,8 Jan 2024,3 month,3.925
Date,8 Jan 2024,6 month,3.929
Date,8 Jan 2024,12 month,3.616
Date,5 Jan 2024,1 week,3.892
Date,5 Jan 2024,1 month,3.878
Date,5 Jan 2024,3 month,3.936
Date,5 Jan 2024,6 month,3.912
Date,5 Jan 2024,12 month,3.584
Date,4 Jan 2024,1 week,3.872
Date,4 Jan 2024,1 month,3.858
Date,4 Jan 2024,3 month,3.922
Date,4 Jan 2024,6 month,3.873
Date,4 Jan 2024,12 month,3.544
Date,3 Jan 2024,1 week,3.887
Date,3 Jan 2024,1 month,3.865
Date,3 Jan 2024,3 month,3.929
Date,3 Jan 2024,6 month,3.882
Date,3 Jan 2024,12 month,3.545
Date,2 Jan 2024,1 week,3.848
Date,2 Jan 2024,1 month,3.856
Date,2 Jan 2024,3 month,3.905
Date,2 Jan 2024,6 month,3.861
Date,2 Jan 2024,12 month,3.532
Date,1 Jan 2024,1 week,3.900
Date,1 Jan 2024,1 month,3.845
Date,1 Jan 2024,3 month,3.909
Date,1 Jan 2024,6 month,3.861
Date,1 Jan 2024,12 month,3.513
Date,29 Dec 2023,1 week,3.900
Date,29 Dec 2023,1 month,3.845
Date,29 Dec 2023,3 month,3.909
Date,29 Dec 2023,6 month,3.861
Date,29 Dec 2023,12 month,3.513
Date,28 Dec 2023,1 week,3.883
Date,28 Dec 2023,1 month,3.872
Date,28 Dec 2023,3 month,3.893
Date,28 Dec 2023,6 month,3.877
Date,28 Dec 2023,12 month,3.536
Date,27 Dec 2023,1 week,3.857
Date,27 Dec 2023,1 month,3.843
Date,27 Dec 2023,3 month,3.925
Date,27 Dec 2023,6 month,3.885
Date,27 Dec 2023,12 month,3.554
Date,22 Dec 2023,1 week,3.872
Date,22 Dec 2023,1 month,3.865
Date,22 Dec 2023,3 month,3.931
Date,22 Dec 2023,6 month,3.895
Date,22 Dec 2023,12 month,3.581
Date,21 Dec 2023,1 week,3.852
Date,21 Dec 2023,1 month,3.876
Date,21 Dec 2023,3 month,3.916
Date,21 Dec 2023,6 month,3.899
Date,21 Dec 2023,12 month,3.582
Date,20 Dec 2023,1 week,3.848
Date,20 Dec 2023,1 month,3.859
Date,20 Dec 2023,3 month,3.916
Date,20 Dec 2023,6 month,3.924
Date,20 Dec 2023,12 month,3.602
Date,19 Dec 2023,1 week,3.865
Date,19 Dec 2023,1 month,3.853
Date,19 Dec 2023,3 month,3.923
Date,19 Dec 2023,6 month,3.922
Date,19 Dec 2023,12 month,3.635
Date,18 Dec 2023,1 week,3.835
Date,18 Dec 2023,1 month,3.859
Date,18 Dec 2023,3 month,3.938
Date,18 Dec 2023,6 month,3.904
Date,18 Dec 2023,12 month,3.613
Date,15 Dec 2023,1 week,3.877
Date,15 Dec 2023,1 month,3.853
Date,15 Dec 2023,3 month,3.920
Date,15 Dec 2023,6 month,3.912
Date,15 Dec 2023,12 month,3.644
Date,14 Dec 2023,1 week,3.835
Date,14 Dec 2023,1 month,3.844
Date,14 Dec 2023,3 month,3.932
Date,14 Dec 2023,6 month,3.938
Date,14 Dec 2023,12 month,3.719
Date,13 Dec 2023,1 week,3.854
Date,13 Dec 2023,1 month,3.833
Date,13 Dec 2023,3 month,3.925
Date,13 Dec 2023,6 month,3.945
Date,13 Dec 2023,12 month,3.758
Date,12 Dec 2023,1 week,3.858
Date,12 Dec 2023,1 month,3.862
Date,12 Dec 2023,3 month,3.928
Date,12 Dec 2023,6 month,3.960
Date,12 Dec 2023,12 month,3.754
Date,11 Dec 2023,1 week,3.845
Date,11 Dec 2023,1 month,3.858
Date,11 Dec 2023,3 month,3.958
Date,11 Dec 2023,6 month,3.955
Date,11 Dec 2023,12 month,3.751
Date,8 Dec 2023,1 week,3.843
Date,8 Dec 2023,1 month,3.853
Date,8 Dec 2023,3 month,3.950
Date,8 Dec 2023,6 month,3.935
Date,8 Dec 2023,12 month,3.725
Date,7 Dec 2023,1 week,3.865
Date,7 Dec 2023,1 month,3.872
Date,7 Dec 2023,3 month,3.969
Date,7 Dec 2023,6 month,3.948
Date,7 Dec 2023,12 month,3.727
Date,6 Dec 2023,1 week,3.840
Date,6 Dec 2023,1 month,3.859
Date,6 Dec 2023,3 month,3.950
Date,6 Dec 2023,6 month,3.950
Date,6 Dec 2023,12 month,3.728
Date,5 Dec 2023,1 week,3.849
Date,5 Dec 2023,1 month,3.865
Date,5 Dec 2023,3 month,3.958
Date,5 Dec 2023,6 month,3.953
Date,5 Dec 2023,12 month,3.785
Date,4 Dec 2023,1 week,3.887
Date,4 Dec 2023,1 month,3.855
Date,4 Dec 2023,3 month,3.962
Date,4 Dec 2023,6 month,3.945
Date,4 Dec 2023,12 month,3.794
Date,1 Dec 2023,1 week,3.839
Date,1 Dec 2023,1 month,3.869
Date,1 Dec 2023,3 month,3.960
Date,1 Dec 2023,6 month,4.004
Date,1 Dec 2023,12 month,3.902
Date,30 Nov 2023,1 week,3.838
Date,30 Nov 2023,1 month,3.868
Date,30 Nov 2023,3 month,3.964
Date,30 Nov 2023,6 month,4.029
Date,30 Nov 2023,12 month,3.926
Date,29 Nov 2023,1 week,3.862
Date,29 Nov 2023,1 month,3.854
Date,29 Nov 2023,3 month,3.975
Date,29 Nov 2023,6 month,4.050
Date,29 Nov 2023,12 month,3.983
Date,28 Nov 2023,1 week,3.852
Date,28 Nov 2023,1 month,3.847
Date,28 Nov 2023,3 month,3.955
Date,28 Nov 2023,6 month,4.026
Date,28 Nov 2023,12 month,4.015
Date,27 Nov 2023,1 week,3.873
Date,27 Nov 2023,1 month,3.848
Date,27 Nov 2023,3 month,3.951
Date,27 Nov 2023,6 month,4.050
Date,27 Nov 2023,12 month,4.057
Date,24 Nov 2023,1 week,3.895
Date,24 Nov 2023,1 month,3.805
Date,24 Nov 2023,3 month,3.935
Date,24 Nov 2023,6 month,4.074
Date,24 Nov 2023,12 month,4.056
Date,23 Nov 2023,1 week,3.890
Date,23 Nov 2023,1 month,3.835
Date,23 Nov 2023,3 month,3.956
Date,23 Nov 2023,6 month,4.062
Date,23 Nov 2023,12 month,4.034
Date,22 Nov 2023,1 week,3.887
Date,22 Nov 2023,1 month,3.818
Date,22 Nov 2023,3 month,3.962
Date,22 Nov 2023,6 month,4.063
Date,22 Nov 2023,12 month,4.016
Date,21 Nov 2023,1 week,3.887
Date,21 Nov 2023,1 month,3.815
Date,21 Nov 2023,3 month,3.973
Date,21 Nov 2023,6 month,4.070
Date,21 Nov 2023,12 month,4.023
Date,20 Nov 2023,1 week,3.841
Date,20 Nov 2023,1 month,3.822
Date,20 Nov 2023,3 month,3.962
Date,20 Nov 2023,6 month,4.058
Date,20 Nov 2023,12 month,4.015
Date,17 Nov 2023,1 week,3.871
Date,17 Nov 2023,1 month,3.819
Date,17 Nov 2023,3 month,3.984
Date,17 Nov 2023,6 month,4.064
Date,17 Nov 2023,12 month,3.991
Date,16 Nov 2023,1 week,3.875
Date,16 Nov 2023,1 month,3.839
Date,16 Nov 2023,3 month,4.002
Date,16 Nov 2023,6 month,4.071
Date,16 Nov 2023,12 month,4.033
Date,15 Nov 2023,1 week,3.865
Date,15 Nov 2023,1 month,3.791
Date,15 Nov 2023,3 month,3.994
Date,15 Nov 2023,6 month,4.076
Date,15 Nov 2023,12 month,4.028
Date,14 Nov 2023,1 week,3.846
Date,14 Nov 2023,1 month,3.822
Date,14 Nov 2023,3 month,3.997
Date,14 Nov 2023,6 month,4.097
Date,14 Nov 2023,12 month,4.064
Date,13 Nov 2023,1 week,3.875
Date,13 Nov 2023,1 month,3.819
Date,13 Nov 2023,3 month,4.002
Date,13 Nov 2023,6 month,4.085
Date,13 Nov 2023,12 month,4.040
Date,10 Nov 2023,1 week,3.896
Date,10 Nov 2023,1 month,3.834
Date,10 Nov 2023,3 month,3.992
Date,10 Nov 2023,6 month,4.074
Date,10 Nov 2023,12 month,4.040
Date,9 Nov 2023,1 week,3.892
Date,9 Nov 2023,1 month,3.838
Date,9 Nov 2023,3 month,3.987
Date,9 Nov 2023,6 month,4.055
Date,9 Nov 2023,12 month,4.028
Date,8 Nov 2023,1 week,3.878
Date,8 Nov 2023,1 month,3.858
Date,8 Nov 2023,3 month,3.973
Date,8 Nov 2023,6 month,4.066
Date,8 Nov 2023,12 month,4.027
Date,7 Nov 2023,1 week,3.891
Date,7 Nov 2023,1 month,3.850
Date,7 Nov 2023,3 month,3.966
Date,7 Nov 2023,6 month,4.072
Date,7 Nov 2023,12 month,4.028
Date,6 Nov 2023,1 week,3.865
Date,6 Nov 2023,1 month,3.860
Date,6 Nov 2023,3 month,3.963
Date,6 Nov 2023,6 month,4.066
Date,6 Nov 2023,12 month,4.022
Date,3 Nov 2023,1 week,3.887
Date,3 Nov 2023,1 month,3.877
Date,3 Nov 2023,3 month,3.956
Date,3 Nov 2023,6 month,4.062
Date,3 Nov 2023,12 month,4.004
Date,2 Nov 2023,1 week,3.885
Date,2 Nov 2023,1 month,3.883
Date,2 Nov 2023,3 month,3.974
Date,2 Nov 2023,6 month,4.072
Date,2 Nov 2023,12 month,4.012
Date,1 Nov 2023,1 week,3.868
Date,1 Nov 2023,1 month,3.893
