dundasChartControl1_DRG_DataRowGrouping1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_X,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_Y
Date,27 Jan 2025,6 month,2.600
Date,27 Jan 2025,12 month,2.528
Date,24 Jan 2025,1 week,2.913
Date,24 Jan 2025,1 month,2.735
Date,24 Jan 2025,3 month,2.641
Date,24 Jan 2025,6 month,2.581
Date,24 Jan 2025,12 month,2.499
Date,23 Jan 2025,1 week,2.925
Date,23 Jan 2025,1 month,2.755
Date,23 Jan 2025,3 month,2.673
Date,23 Jan 2025,6 month,2.586
Date,23 Jan 2025,12 month,2.493
Date,22 Jan 2025,1 week,2.921
Date,22 Jan 2025,1 month,2.776
Date,22 Jan 2025,3 month,2.671
Date,22 Jan 2025,6 month,2.585
Date,22 Jan 2025,12 month,2.493
Date,21 Jan 2025,1 week,2.909
Date,21 Jan 2025,1 month,2.774
Date,21 Jan 2025,3 month,2.681
Date,21 Jan 2025,6 month,2.606
Date,21 Jan 2025,12 month,2.489
Date,20 Jan 2025,1 week,2.921
Date,20 Jan 2025,1 month,2.785
Date,20 Jan 2025,3 month,2.677
Date,20 Jan 2025,6 month,2.619
Date,20 Jan 2025,12 month,2.483
Date,17 Jan 2025,1 week,2.915
Date,17 Jan 2025,1 month,2.798
Date,17 Jan 2025,3 month,2.704
Date,17 Jan 2025,6 month,2.642
Date,17 Jan 2025,12 month,2.524
Date,16 Jan 2025,1 week,2.916
Date,16 Jan 2025,1 month,2.824
Date,16 Jan 2025,3 month,2.744
Date,16 Jan 2025,6 month,2.668
Date,16 Jan 2025,12 month,2.563
Date,15 Jan 2025,1 week,2.916
Date,15 Jan 2025,1 month,2.843
Date,15 Jan 2025,3 month,2.748
Date,15 Jan 2025,6 month,2.657
Date,15 Jan 2025,12 month,2.559
Date,14 Jan 2025,1 week,2.926
Date,14 Jan 2025,1 month,2.852
Date,14 Jan 2025,3 month,2.761
Date,14 Jan 2025,6 month,2.685
Date,14 Jan 2025,12 month,2.612
Date,13 Jan 2025,1 week,2.915
Date,13 Jan 2025,1 month,2.850
Date,13 Jan 2025,3 month,2.785
Date,13 Jan 2025,6 month,2.655
Date,13 Jan 2025,12 month,2.576
Date,10 Jan 2025,1 week,2.925
Date,10 Jan 2025,1 month,2.839
Date,10 Jan 2025,3 month,2.766
Date,10 Jan 2025,6 month,2.641
Date,10 Jan 2025,12 month,2.564
Date,9 Jan 2025,1 week,2.904
Date,9 Jan 2025,1 month,2.883
Date,9 Jan 2025,3 month,2.789
Date,9 Jan 2025,6 month,2.649
Date,9 Jan 2025,12 month,2.553
Date,8 Jan 2025,1 week,2.875
Date,8 Jan 2025,1 month,2.862
Date,8 Jan 2025,3 month,2.782
Date,8 Jan 2025,6 month,2.639
Date,8 Jan 2025,12 month,2.561
Date,7 Jan 2025,1 week,2.880
Date,7 Jan 2025,1 month,2.840
Date,7 Jan 2025,3 month,2.785
Date,7 Jan 2025,6 month,2.631
Date,7 Jan 2025,12 month,2.556
Date,6 Jan 2025,1 week,2.898
Date,6 Jan 2025,1 month,2.835
Date,6 Jan 2025,3 month,2.757
Date,6 Jan 2025,6 month,2.585
Date,6 Jan 2025,12 month,2.487
Date,3 Jan 2025,1 week,2.901
Date,3 Jan 2025,1 month,2.792
Date,3 Jan 2025,3 month,2.731
Date,3 Jan 2025,6 month,2.554
Date,3 Jan 2025,12 month,2.448
Date,2 Jan 2025,1 week,2.911
Date,2 Jan 2025,1 month,2.785
Date,2 Jan 2025,3 month,2.736
Date,2 Jan 2025,6 month,2.562
Date,2 Jan 2025,12 month,2.448
Date,31 Dec 2024,1 week,2.924
Date,31 Dec 2024,1 month,2.845
Date,31 Dec 2024,3 month,2.714
Date,31 Dec 2024,6 month,2.568
Date,31 Dec 2024,12 month,2.460
Date,30 Dec 2024,1 week,2.912
Date,30 Dec 2024,1 month,2.867
Date,30 Dec 2024,3 month,2.678
Date,30 Dec 2024,6 month,2.562
Date,30 Dec 2024,12 month,2.454
Date,27 Dec 2024,1 week,2.935
Date,27 Dec 2024,1 month,2.863
Date,27 Dec 2024,3 month,2.683
Date,27 Dec 2024,6 month,2.577
Date,27 Dec 2024,12 month,2.465
Date,24 Dec 2024,1 week,2.878
Date,24 Dec 2024,1 month,2.863
Date,24 Dec 2024,3 month,2.715
Date,24 Dec 2024,6 month,2.597
Date,24 Dec 2024,12 month,2.471
Date,23 Dec 2024,1 week,2.857
Date,23 Dec 2024,1 month,2.846
Date,23 Dec 2024,3 month,2.731
Date,23 Dec 2024,6 month,2.612
Date,23 Dec 2024,12 month,2.461
Date,20 Dec 2024,1 week,2.862
Date,20 Dec 2024,1 month,2.801
Date,20 Dec 2024,3 month,2.772
Date,20 Dec 2024,6 month,2.624
Date,20 Dec 2024,12 month,2.484
Date,19 Dec 2024,1 week,2.895
Date,19 Dec 2024,1 month,2.795
Date,19 Dec 2024,3 month,2.839
Date,19 Dec 2024,6 month,2.637
Date,19 Dec 2024,12 month,2.469
Date,18 Dec 2024,1 week,2.945
Date,18 Dec 2024,1 month,2.762
Date,18 Dec 2024,3 month,2.852
Date,18 Dec 2024,6 month,2.652
Date,18 Dec 2024,12 month,2.474
Date,17 Dec 2024,1 week,3.040
Date,17 Dec 2024,1 month,2.775
Date,17 Dec 2024,3 month,2.865
Date,17 Dec 2024,6 month,2.664
Date,17 Dec 2024,12 month,2.474
Date,16 Dec 2024,1 week,3.095
Date,16 Dec 2024,1 month,2.845
Date,16 Dec 2024,3 month,2.863
Date,16 Dec 2024,6 month,2.655
Date,16 Dec 2024,12 month,2.443
Date,13 Dec 2024,1 week,3.076
Date,13 Dec 2024,1 month,2.871
Date,13 Dec 2024,3 month,2.843
Date,13 Dec 2024,6 month,2.639
Date,13 Dec 2024,12 month,2.405
Date,12 Dec 2024,1 week,3.112
Date,12 Dec 2024,1 month,2.902
Date,12 Dec 2024,3 month,2.886
Date,12 Dec 2024,6 month,2.656
Date,12 Dec 2024,12 month,2.421
Date,11 Dec 2024,1 week,3.090
Date,11 Dec 2024,1 month,2.889
Date,11 Dec 2024,3 month,2.888
Date,11 Dec 2024,6 month,2.654
Date,11 Dec 2024,12 month,2.429
Date,10 Dec 2024,1 week,3.138
Date,10 Dec 2024,1 month,2.887
Date,10 Dec 2024,3 month,2.872
Date,10 Dec 2024,6 month,2.655
Date,10 Dec 2024,12 month,2.439
Date,9 Dec 2024,1 week,3.159
Date,9 Dec 2024,1 month,2.944
Date,9 Dec 2024,3 month,2.862
Date,9 Dec 2024,6 month,2.661
Date,9 Dec 2024,12 month,2.450
Date,6 Dec 2024,1 week,3.142
Date,6 Dec 2024,1 month,3.005
Date,6 Dec 2024,3 month,2.868
Date,6 Dec 2024,6 month,2.654
Date,6 Dec 2024,12 month,2.399
Date,5 Dec 2024,1 week,3.136
Date,5 Dec 2024,1 month,3.027
Date,5 Dec 2024,3 month,2.881
Date,5 Dec 2024,6 month,2.642
Date,5 Dec 2024,12 month,2.388
Date,4 Dec 2024,1 week,3.102
Date,4 Dec 2024,1 month,3.025
Date,4 Dec 2024,3 month,2.877
Date,4 Dec 2024,6 month,2.625
Date,4 Dec 2024,12 month,2.348
Date,3 Dec 2024,1 week,3.116
Date,3 Dec 2024,1 month,3.002
Date,3 Dec 2024,3 month,2.879
Date,3 Dec 2024,6 month,2.634
Date,3 Dec 2024,12 month,2.356
Date,2 Dec 2024,1 week,3.160
Date,2 Dec 2024,1 month,2.987
Date,2 Dec 2024,3 month,2.924
Date,2 Dec 2024,6 month,2.675
Date,2 Dec 2024,12 month,2.431
Date,29 Nov 2024,1 week,3.128
Date,29 Nov 2024,1 month,3.004
Date,29 Nov 2024,3 month,2.934
Date,29 Nov 2024,6 month,2.695
Date,29 Nov 2024,12 month,2.461
Date,28 Nov 2024,1 week,3.152
Date,28 Nov 2024,1 month,3.022
Date,28 Nov 2024,3 month,2.939
Date,28 Nov 2024,6 month,2.708
Date,28 Nov 2024,12 month,2.463
Date,27 Nov 2024,1 week,3.163
Date,27 Nov 2024,1 month,2.977
Date,27 Nov 2024,3 month,2.912
Date,27 Nov 2024,6 month,2.694
Date,27 Nov 2024,12 month,2.448
Date,26 Nov 2024,1 week,3.163
Date,26 Nov 2024,1 month,3.002
Date,26 Nov 2024,3 month,2.898
Date,26 Nov 2024,6 month,2.676
Date,26 Nov 2024,12 month,2.393
Date,25 Nov 2024,1 week,3.166
Date,25 Nov 2024,1 month,3.078
Date,25 Nov 2024,3 month,2.985
Date,25 Nov 2024,6 month,2.711
Date,25 Nov 2024,12 month,2.416
Date,22 Nov 2024,1 week,3.138
Date,22 Nov 2024,1 month,3.075
Date,22 Nov 2024,3 month,3.022
Date,22 Nov 2024,6 month,2.770
Date,22 Nov 2024,12 month,2.489
Date,21 Nov 2024,1 week,3.141
Date,21 Nov 2024,1 month,3.079
Date,21 Nov 2024,3 month,3.005
Date,21 Nov 2024,6 month,2.778
Date,21 Nov 2024,12 month,2.491
Date,20 Nov 2024,1 week,3.157
Date,20 Nov 2024,1 month,3.045
Date,20 Nov 2024,3 month,3.000
Date,20 Nov 2024,6 month,2.761
Date,20 Nov 2024,12 month,2.465
Date,19 Nov 2024,1 week,3.142
Date,19 Nov 2024,1 month,3.035
Date,19 Nov 2024,3 month,3.013
Date,19 Nov 2024,6 month,2.743
Date,19 Nov 2024,12 month,2.448
Date,18 Nov 2024,1 week,3.173
Date,18 Nov 2024,1 month,3.043
Date,18 Nov 2024,3 month,3.004
Date,18 Nov 2024,6 month,2.735
Date,18 Nov 2024,12 month,2.432
Date,15 Nov 2024,1 week,3.172
Date,15 Nov 2024,1 month,3.062
Date,15 Nov 2024,3 month,2.998
Date,15 Nov 2024,6 month,2.748
Date,15 Nov 2024,12 month,2.475
Date,14 Nov 2024,1 week,3.167
Date,14 Nov 2024,1 month,3.083
Date,14 Nov 2024,3 month,3.005
Date,14 Nov 2024,6 month,2.765
Date,14 Nov 2024,12 month,2.494
Date,13 Nov 2024,1 week,3.147
Date,13 Nov 2024,1 month,3.099
Date,13 Nov 2024,3 month,3.023
Date,13 Nov 2024,6 month,2.779
Date,13 Nov 2024,12 month,2.495
Date,12 Nov 2024,1 week,3.145
Date,12 Nov 2024,1 month,3.088
Date,12 Nov 2024,3 month,3.034
Date,12 Nov 2024,6 month,2.797
Date,12 Nov 2024,12 month,2.502
Date,11 Nov 2024,1 week,3.148
Date,11 Nov 2024,1 month,3.080
Date,11 Nov 2024,3 month,3.040
Date,11 Nov 2024,6 month,2.831
Date,11 Nov 2024,12 month,2.528
Date,8 Nov 2024,1 week,3.135
Date,8 Nov 2024,1 month,3.087
Date,8 Nov 2024,3 month,3.032
Date,8 Nov 2024,6 month,2.822
Date,8 Nov 2024,12 month,2.534
Date,7 Nov 2024,1 week,3.134
Date,7 Nov 2024,1 month,3.095
Date,7 Nov 2024,3 month,3.032
Date,7 Nov 2024,6 month,2.858
Date,7 Nov 2024,12 month,2.563
Date,6 Nov 2024,1 week,3.145
Date,6 Nov 2024,1 month,3.102
Date,6 Nov 2024,3 month,3.049
Date,6 Nov 2024,6 month,2.916
Date,6 Nov 2024,12 month,2.642
Date,5 Nov 2024,1 week,3.142
Date,5 Nov 2024,1 month,3.092
Date,5 Nov 2024,3 month,3.057
Date,5 Nov 2024,6 month,2.923
Date,5 Nov 2024,12 month,2.630
Date,4 Nov 2024,1 week,3.129
Date,4 Nov 2024,1 month,3.128
Date,4 Nov 2024,3 month,3.075
Date,4 Nov 2024,6 month,2.916
Date,4 Nov 2024,12 month,2.619
Date,1 Nov 2024,1 week,3.131
Date,1 Nov 2024,1 month,3.119
Date,1 Nov 2024,3 month,3.085
Date,1 Nov 2024,6 month,2.912
Date,1 Nov 2024,12 month,2.629

